Title,Author,Publisher,Subjects,item_id,Subjects_list
lattachement social formes et fondements de la solidarité humaine,paugam serge,editions du seuil,relations humaines; intégration sociale; sociabilitéétudes transculturelles; intégration socialeétudes transculturelles,2868,"['relations humaines', ' intégration sociale', ' sociabilitéétudes transculturelles', ' intégration socialeétudes transculturelles']"
code civil suisse et code des obligations annotés,braconi andrea,helbing lichtenhahn,zivilrecht; zivilgesetzbuch; obligationenrecht; obligationenrechtbundesgesetz; handelsrecht; droit civil; obligations droit; jurisprudence; schweiz; suisse; switzerland; textreproduktion; kommentarwerk; législation; commentaires; legislation,2869,"['zivilrecht', ' zivilgesetzbuch', ' obligationenrecht', ' obligationenrechtbundesgesetz', ' handelsrecht', ' droit civil', ' obligations droit', ' jurisprudence', ' schweiz', ' suisse', ' switzerland', ' textreproduktion', ' kommentarwerk', ' législation', ' commentaires', ' legislation']"
les aspects internationaux du droit du travail,unknown author,schulthess éd romandes,droit du travail droit international; droit international et droit interne; droit du travail droit européen; droit européen et droit interne; marché du travail; droits de lhomme; discrimination; contrat de travail; droit international privé; arbeitsrecht; international; suisse; schweiz; actes de congrès,2870,"['droit du travail droit international', ' droit international et droit interne', ' droit du travail droit européen', ' droit européen et droit interne', ' marché du travail', ' droits de lhomme', ' discrimination', ' contrat de travail', ' droit international privé', ' arbeitsrecht', ' international', ' suisse', ' schweiz', ' actes de congrès']"
obligationenrecht allgemeiner und besonderer teil,huguenin claire juriste 19542018,schulthess,allgemeiner teil des obligationenrechts; vertragsrecht; schweiz; grundlagenwerk,2871,"['allgemeiner teil des obligationenrechts', ' vertragsrecht', ' schweiz', ' grundlagenwerk']"
le nouveau droit de la prescription,unknown author,helbing lichtenhahn; cemaj faculté de droit de luniversité de neuchâtel,prescription droit; obligations droit; renonciation droit; actions récursoires; procédure civile; obligationenrecht; verjährung; fristerstreckung; friststillstand; fristunterbrechung; verzichtallgemein; einrede oder einwendung; zivilprozess; suisse; schweiz; actes de congrès,2872,"['prescription droit', ' obligations droit', ' renonciation droit', ' actions récursoires', ' procédure civile', ' obligationenrecht', ' verjährung', ' fristerstreckung', ' friststillstand', ' fristunterbrechung', ' verzichtallgemein', ' einrede oder einwendung', ' zivilprozess', ' suisse', ' schweiz', ' actes de congrès']"
or obligationenrecht,unknown author,helbing lichtenhahn,obligations droit; obligationenrecht; handelsrecht; obligationenrechtbundesgesetz; suisse; schweiz; commentaires; textreproduktion; kommentarwerk,2873,"['obligations droit', ' obligationenrecht', ' handelsrecht', ' obligationenrechtbundesgesetz', ' suisse', ' schweiz', ' commentaires', ' textreproduktion', ' kommentarwerk']"
le droit des obligations,geissbühler grégoire,schulthess editions romandes,obligations droit; obligationenrecht; allgemeiner teil des obligationenrechts; suisse; schweiz; manuels denseignement supérieur; lehrmittel,2874,"['obligations droit', ' obligationenrecht', ' allgemeiner teil des obligationenrechts', ' suisse', ' schweiz', ' manuels denseignement supérieur', ' lehrmittel']"
droit des obligations partie generale,carron blaise 1975,stampfli editions,schweizobligationenrechtallgemeiner teil; obligationenrecht; allgemeiner teil des obligationenrechts; schweiz; grundlagenwerk,2875,"['schweizobligationenrechtallgemeiner teil', ' obligationenrecht', ' allgemeiner teil des obligationenrechts', ' schweiz', ' grundlagenwerk']"
droit du bail fond et procédure,conod philippe 1954,faculté de droit de luniversité de neuchâtel; helbing lichtenhahn,miete; zivilprozess; bundesrecht; schweiz; lehrmittel,2876,"['miete', ' zivilprozess', ' bundesrecht', ' schweiz', ' lehrmittel']"
digitalisierung und schutz der privatsphäre zur steuerungsfähigkeit der traditionellen rechtsgrundsätze analyse und perspektiven lère numérique et la protection de la sphère privée limpact des principes juridiques traditionnels analyse et perspectives,unknown author,schulthess,elektronische datenverarbeitung; datenschutz; gemeinschaftsrecht; schweiz,2877,"['elektronische datenverarbeitung', ' datenschutz', ' gemeinschaftsrecht', ' schweiz']"
le droit daccès,unknown author,stämpfli editions,datenschutz; personendaten; akteneinsicht; transparenzprinzip; schweiz,2878,"['datenschutz', ' personendaten', ' akteneinsicht', ' transparenzprinzip', ' schweiz']"
linformatique en nuage,unknown author,stampfli editions,cloud computinglegislation jurisprudence; electronic health recordslegislation jurisprudence; switzerland; legislation; cloud computing; datenschutz; personendaten; informatikvertrag; anbieter von fernmeldediensten; elektronische datenverarbeitung; krankengeschichte; protection de linformation informatique; droit à la vie privée; informatique dans les nuages; contrats; secret professionnel; dossier médical partagé; contrats informatiques; fournisseurs de services internet; administration électronique; waadt; schweiz; vaud suisse; suisse; actes de congrès,2879,"['cloud computinglegislation jurisprudence', ' electronic health recordslegislation jurisprudence', ' switzerland', ' legislation', ' cloud computing', ' datenschutz', ' personendaten', ' informatikvertrag', ' anbieter von fernmeldediensten', ' elektronische datenverarbeitung', ' krankengeschichte', ' protection de linformation informatique', ' droit à la vie privée', ' informatique dans les nuages', ' contrats', ' secret professionnel', ' dossier médical partagé', ' contrats informatiques', ' fournisseurs de services internet', ' administration électronique', ' waadt', ' schweiz', ' vaud suisse', ' suisse', ' actes de congrès']"
droit fiscal international,de vries reilinghflückiger daniel,helbing lichtenhahn,internationale doppelbesteuerung; doppelbesteuerungsabkommen; oecdmusterabkommen; schweiz; grundlagenwerk,2880,"['internationale doppelbesteuerung', ' doppelbesteuerungsabkommen', ' oecdmusterabkommen', ' schweiz', ' grundlagenwerk']"
droit suisse des affaires,chaudet françois,helbing lichtenhahn,wirtschaftsrecht; handelsrecht; gesellschaftsrecht; handelsregister; kaufmännische buchführung; wertpapier; obligationenrecht; vertragsrecht; schuldbetreibungs und konkursrecht; unlauterer wettbewerb; kartell; datenschutz; strafrecht; schiedsgerichtsbarkeit; droit commercial; schweiz; suisse; grundlagenwerk; manuels denseignement,2881,"['wirtschaftsrecht', ' handelsrecht', ' gesellschaftsrecht', ' handelsregister', ' kaufmännische buchführung', ' wertpapier', ' obligationenrecht', ' vertragsrecht', ' schuldbetreibungs und konkursrecht', ' unlauterer wettbewerb', ' kartell', ' datenschutz', ' strafrecht', ' schiedsgerichtsbarkeit', ' droit commercial', ' schweiz', ' suisse', ' grundlagenwerk', ' manuels denseignement']"
nouveaux itinéraires en droit hommage à françois rigaux,unknown author,bruylant,droitétudes diverses; festschrift,2882,"['droitétudes diverses', ' festschrift']"
introduction a la procedure de poursuite pour dettes,declercq thierry mathématicien 19,schulthess editions romandes,betreibung auf konkurs; schuldbetreibung; verfahren; gerichtskosten; juristische datenverarbeitung; elektronische datenverarbeitung; elektronischer rechtsverkehr; schweiz,2883,"['betreibung auf konkurs', ' schuldbetreibung', ' verfahren', ' gerichtskosten', ' juristische datenverarbeitung', ' elektronische datenverarbeitung', ' elektronischer rechtsverkehr', ' schweiz']"
la mainlevee de lopposition commentaire des articles 79 a 84 lp,abbet stéphane,stampfli editions,rechtsvorschlag; rechtsöffnung; definitive rechtsöffnung; provisorische rechtsöffnung; bundesgesetz über schuldbetreibung und konkurs; schweiz; textreproduktion; kommentarwerk,2884,"['rechtsvorschlag', ' rechtsöffnung', ' definitive rechtsöffnung', ' provisorische rechtsöffnung', ' bundesgesetz über schuldbetreibung und konkurs', ' schweiz', ' textreproduktion', ' kommentarwerk']"
droit pénal de lenvironnement quelle consécration,unknown author,helbing lichtenhahn,umweltschutz; strafrecht; strafbare handlung; internationales strafrecht; schweiz,2885,"['umweltschutz', ' strafrecht', ' strafbare handlung', ' internationales strafrecht', ' schweiz']"
infractions contre lintégrité sexuelle,unknown author,stämpfli editions,sexuelle integrität; straftaten gegen die sexuelle integrität; strafrecht; schweiz,2886,"['sexuelle integrität', ' straftaten gegen die sexuelle integrität', ' strafrecht', ' schweiz']"
petit lexique juridique allemandfrancais,zenruffinen piermarco,helbing lichtenhahn,fachsprache; langage juridique; droit; rechtssprache; deutsch; französisch; suisse; schweiz; zweisprachiges wörterbuch; wörterbuch; français langue; allemand langue; dictionnaires allemands; dictionnaires français,2887,"['fachsprache', ' langage juridique', ' droit', ' rechtssprache', ' deutsch', ' französisch', ' suisse', ' schweiz', ' zweisprachiges wörterbuch', ' wörterbuch', ' français langue', ' allemand langue', ' dictionnaires allemands', ' dictionnaires français']"
lerreur judiciaire en matiere penale regards croises sur ses contours et ses causes potentielles,dongois nathalie 1969,schulthess editions romandes,irrtum; strafverfahren; strafrecht; rechtsvergleich; justizirrtum; strafprozess; anklage; offizial und untersuchungsmaxime; anspruch auf eine unabhängige und unparteiische behörde; geständnis; summarisches verfahren; polizei; anhörung oder verhör; gutachten; richterliche behörde; freie beweiswürdigung; rechtsvergleichung; frankreich; schweiz; usa,2888,"['irrtum', ' strafverfahren', ' strafrecht', ' rechtsvergleich', ' justizirrtum', ' strafprozess', ' anklage', ' offizial und untersuchungsmaxime', ' anspruch auf eine unabhängige und unparteiische behörde', ' geständnis', ' summarisches verfahren', ' polizei', ' anhörung oder verhör', ' gutachten', ' richterliche behörde', ' freie beweiswürdigung', ' rechtsvergleichung', ' frankreich', ' schweiz', ' usa']"
la société anonyme,oulevey xavier 1977,schulthess editions romandes,aktiengesellschaft; schweiz; grundlagenwerk,2889,"['aktiengesellschaft', ' schweiz', ' grundlagenwerk']"
poursuite pour dettes et faillite,martin pascal juriste 1984,schulthess editions romandes,schuldbetreibungs und konkursrecht; bundesrecht; kantonales recht; gesetzessammlung; schweiz; bernkanton; freiburgkanton; genfkanton; jura; neuenburgkanton; wallis; waadt; textreproduktion,2890,"['schuldbetreibungs und konkursrecht', ' bundesrecht', ' kantonales recht', ' gesetzessammlung', ' schweiz', ' bernkanton', ' freiburgkanton', ' genfkanton', ' jura', ' neuenburgkanton', ' wallis', ' waadt', ' textreproduktion']"
commentaire du contrat de travail,unknown author,stampfli editions,arbeitsvertrag; einzelarbeitsvertrag; lehrvertrag; handelsreisendervertrag; heimarbeitsvertrag; gesamtarbeitsvertrag; normalarbeitsvertrag; zwingendes recht; obligationenrechtbundesgesetz; schweiz; textreproduktion; kommentarwerk,2891,"['arbeitsvertrag', ' einzelarbeitsvertrag', ' lehrvertrag', ' handelsreisendervertrag', ' heimarbeitsvertrag', ' gesamtarbeitsvertrag', ' normalarbeitsvertrag', ' zwingendes recht', ' obligationenrechtbundesgesetz', ' schweiz', ' textreproduktion', ' kommentarwerk']"
